;species;Gap_analysis
77;Ammonicera rota;FALSE
78;Ammothella longipes;FALSE
79;Ampelisca rubella;FALSE
80;Amphiglena mediterranea;FALSE
81;Amphilochus manudens;TRUE
82;Amphinema rugosum;FALSE
83;Amphisbetia operculata;FALSE
84;Amphiura chiajei;TRUE
85;Ampithoe fastidiosa;FALSE
86;Ampithoe ferox;FALSE
87;Ampithoe pomboi;FALSE
88;Ampithoe ramondi;TRUE
89;Ampithoe rubricata;TRUE
90;Ampullaceana balthica;TRUE
91;Anachis avaroides;FALSE
92;Anapagurus chiroacanthus;TRUE
93;Anapagurus laevis;TRUE
94;Anapagurus longispina;FALSE
95;Anapagurus pusillus;FALSE
96;Anatoma crispata;FALSE
97;Anatoma janusa;FALSE
98;Anchialina agilis;FALSE
99;Anemonia melanaster;FALSE
100;Anemonia sargassensis;FALSE
101;Anomia ephippium;FALSE
102;Anomocora fecunda;FALSE
103;Anoplodactylus amora;FALSE
104;Anoplodactylus angulatus;FALSE
105;Anoplodactylus iuleus;FALSE
106;Anoplodactylus petiolatus;TRUE
107;Anoplodactylus virescens;FALSE
108;Anseropoda placenta;TRUE
109;Antedon bifida;TRUE
110;Antennella ansini;TRUE
111;Antennella secundaria;TRUE
112;Antho (Acarnia) elegans;FALSE
113;Antho (Antho) involvens;FALSE
114;Anthohebella parasitica;FALSE
115;Anthopleura ballii;FALSE
116;Anthothoe affinis;FALSE
117;Anthura gracilis;FALSE
118;Antipathella subpinnata;FALSE
119;Antipathella wollastoni;FALSE
120;Antipathozoanthus macaronesicus;FALSE
121;Aora atlantidea;FALSE
122;Aora gracilis;TRUE
123;Aora spinicornis;FALSE
124;Aora typica;TRUE
125;Apherusa jurinei;TRUE
126;Aplidium appendiculatum;FALSE
127;Aplidium bermudae;FALSE
128;Aplysia depilans;FALSE
129;Aplysia fasciata;TRUE
130;Aplysia parvula;TRUE
131;Aplysia punctata;TRUE
132;Aplysina aerophoba;TRUE
133;Aplysiopsis formosa;FALSE
134;Apohyale perieri;FALSE
135;Apohyale stebbingi;FALSE
136;Aporhynchus menezesi;FALSE
137;Aporhynchus norvegicus;FALSE
138;Aporhynchus pickeringae;FALSE
139;Arbacia lixula;TRUE
140;Arbaciella elegans;FALSE
141;Arca noae;TRUE
142;Arca tetragona;FALSE
143;Arcoscalpellum michelottianum;TRUE
144;Argissa hamatipes;FALSE
145;Argonauta argo;TRUE
146;Arietellus simplex;FALSE
147;Aristaeomorpha foliacea;TRUE
148;Aristaeopsis edwardsiana;FALSE
149;Aristeus antennatus;TRUE
150;Armandia polyophthalma;FALSE
151;Asbjornsenia pygmaea;FALSE
152;Ascidia fistulosa;FALSE
153;Ascidia molguloides;FALSE
154;Ascidia muricata;FALSE
155;Aspidosiphon (Aspidosiphon) misakiensis;FALSE
156;Assiminea avilai;FALSE
157;Assiminea eliae;FALSE
158;Astacilla cornuta;FALSE
159;Astacilla longicornis;TRUE
160;Astarte sulcata;TRUE
161;Asterias rubens;TRUE
162;Asterina gibbosa;TRUE
163;Astropecten bispinosus;TRUE
164;Astropecten hermatophilus;FALSE
165;Atelecyclus undecimdentatus;FALSE
166;Athanas nitescens;TRUE
167;Atlanta brunnea;FALSE
168;Atlanta peronii;TRUE
169;Atlanta selvagensis;TRUE
170;Atrina fragilis;TRUE
171;Auletta sycinularia;FALSE
172;Axelosonia littoralis;FALSE
173;Axinella infundibuliformis;TRUE
174;Azoriella bayeri;TRUE
175;Azorinus chamasolen;FALSE
176;Balanus spongicola;FALSE
177;Balssia gasti;FALSE
178;Barentsia discreta;FALSE
179;Basterotia clancula;FALSE
180;Bathothauma lyromma;TRUE
181;Bathyamaryllis haswelli;FALSE
182;Bathycalanus richardi;FALSE
183;Bathymodiolus azoricus;TRUE
184;Bathynectes maravigna;TRUE
185;Beania hirtissima;FALSE
186;Beania mirabilis;FALSE
187;Bebryce mollis;FALSE
188;Bedotella armata;FALSE
189;Bela menkhorsti;FALSE
190;Bela nebula;FALSE
191;Berghia verrucicornis;TRUE
192;Berthella plumula;TRUE
193;Berthellina edwardsii;TRUE
194;Bicellariella ciliata;TRUE
195;Bittium lacteum;FALSE
196;Bittium latreillii;FALSE
197;Bittium nanum;FALSE
198;Boreomysis arctica;TRUE
199;Boreotrophon dabneyi;FALSE
200;Borojevia cerebrum;FALSE
201;Bosemprella incarnata;TRUE
202;Botryphallus ovummuscae;TRUE
203;Brachycarpus biunguiculatus;TRUE
204;Brachystomia carrozzai;FALSE
205;Bractechlamys corallinoides;FALSE
206;Bresilia saldanhai;TRUE
207;Brissopsis lyrifera;TRUE
208;Brissus unicolor;FALSE
209;Brocchinia clenchi;FALSE
210;Bubaris vermiculata;FALSE
211;Bursa scrobilator;TRUE
212;Cabestana cutacea;FALSE
213;Caecum armoricum;FALSE
214;Caecum clarkii;FALSE
215;Caecum gofasi;FALSE
216;Caecum wayae;FALSE
217;Calanus finmarchicus;TRUE
218;Calanus helgolandicus;TRUE
219;Calappa granulata;TRUE
220;Calappa tuerkayana;FALSE
221;Calcinus tubularis;TRUE
222;Caliphylla mediterranea;TRUE
223;Calliopius laeviusculus;TRUE
224;Calliostoma hirondellei;FALSE
225;Calliostoma lividum;FALSE
226;Calliostoma lusitanicum;FALSE
227;Calliostoma militare;FALSE
228;Calliostoma zizyphinum;TRUE
229;Callipallene emaciata;FALSE
230;Callista chione;TRUE
231;Callochiton septemvalvis;TRUE
232;Callogorgia verticillata;TRUE
233;Caloria elegans;TRUE
234;Campanularia hincksii;TRUE
235;Campecopea hirsuta;FALSE
236;Campecopea lusitanica;FALSE
237;Canace nasica;TRUE
238;Cancer bellianus;TRUE
239;Cancer pagurus;TRUE
240;Candacia armata;FALSE
241;Candacia bipinnata;TRUE
242;Candacia curta;TRUE
243;Candacia ethiopica;TRUE
244;Candacia simplex;TRUE
245;Candacia varicans;FALSE
246;Candidella imbricata;TRUE
247;Caprella acanthifera;TRUE
248;Caprella andreae;TRUE
249;Caprella equilibra;TRUE
250;Caprella linearis;TRUE
251;Caprella penantis;TRUE
252;Caprella stella;FALSE
253;Carabodes willmanni;FALSE
254;Carcinus maenas;TRUE
255;Cardiomya costellata;TRUE
256;Cardita calyculata;TRUE
257;Cardita rufescens;FALSE
258;Carpias parvus;FALSE
259;Caryophyllia (Caryophyllia) alberti;FALSE
260;Caryophyllia (Caryophyllia) ambrosia;FALSE
261;Caryophyllia (Caryophyllia) calveri;FALSE
262;Caryophyllia (Caryophyllia) cyathus;FALSE
263;Caryophyllia (Caryophyllia) foresti;FALSE
264;Caryophyllia (Caryophyllia) inornata;FALSE
265;Caryophyllia (Caryophyllia) sarsiae;FALSE
266;Caryophyllia (Caryophyllia) smithii;FALSE
267;Caryophyllia clavus;FALSE
268;Caryophyllia communis;FALSE
269;Catapaguroides iris;FALSE
270;Catapaguroides megalops;FALSE
271;Catapaguroides microps;FALSE
272;Cavolinia grandis;FALSE
273;Cavolinia inflexa;TRUE
274;Cavolinia marginata;FALSE
275;Cavolinia tridentata;TRUE
276;Celleporina fragilis;FALSE
277;Centropages bradyi;FALSE
278;Centropages typicus;TRUE
279;Centropages violaceus;TRUE
280;Centrostephanus longispinus;FALSE
281;Ceratothoa oestroides;FALSE
282;Cereus pedunculatus;TRUE
283;Cerianthus lloydii;TRUE
284;Cerithiopsis barleei;FALSE
285;Cerithiopsis diadema;FALSE
286;Cerithiopsis fayalensis;FALSE
287;Cerithiopsis jeffreysi;FALSE
288;Cerithiopsis minima;TRUE
289;Cerithiopsis scalaris;FALSE
290;Cerithiopsis tubercularis;TRUE
291;Chaceon affinis;TRUE
292;Chaetaster longipes;FALSE
293;Chalinula molitba;FALSE
294;Chalinula nigra;FALSE
295;Chama gryphoides;TRUE
296;Charonia lampas;TRUE
297;Charonia variegata;TRUE
298;Cheilea equestris;TRUE
299;Cheirodonta pallescens;FALSE
300;Chelonibia caretta;TRUE
301;Chondrochelia caldera;FALSE
302;Chondrosia reniformis;TRUE
303;Chrysogorgia agassizii;FALSE
304;Chrysogorgia quadruplex;FALSE
305;Chthamalus stellatus;TRUE
306;Cidaris cidaris;FALSE
307;Cima cylindrica;FALSE
308;Cima minima;FALSE
309;Cinetorhynchus rigens;TRUE
310;Cingula trifasciata;TRUE
311;Ciocalypta penicillus;TRUE
312;Cirsotrema pumiceum;FALSE
313;Clathria (Clathria) coralloides;FALSE
314;Clathria (Microciona) cleistochela;FALSE
315;Clathria (Microciona) spinarcus;FALSE
316;Clathria (Microciona) strepsitoxa;FALSE
317;Clathrina clathrus;FALSE
318;Clathrina coriacea;FALSE
319;Clathrina lacunosa;FALSE
320;Clelandella azorica;FALSE
321;Clibanarius erythropus;TRUE
322;Clio pyramidata;TRUE
323;Cliona celata;TRUE
324;Cliona viridis;TRUE
325;Clytia brunescens;FALSE
326;Clytia hemisphaerica;TRUE
327;Cochlis vittata;FALSE
328;Coenocyathus cylindricus;FALSE
329;Collarina macaronensis;FALSE
330;Colpodaspis pusilla;FALSE
331;Columbella adansoni;TRUE
332;Columbella rustica;TRUE
333;Comarmondia gracilis;TRUE
334;Comissia horrida;FALSE
335;Conchoderma auritum;TRUE
336;Conchoderma virgatum;TRUE
337;Conus ermineus;TRUE
338;Copidognathus fabricii;FALSE
339;Copidognathus richardi;FALSE
340;Coralliope parvula;FALSE
341;Coralliophaga lithophagella;FALSE
342;Coralliophila guancha;FALSE
343;Coralliophila meyendorffii;TRUE
344;Corycaeus speciosus;TRUE
345;Corynactis viridis;FALSE
346;Coryne muscoides;TRUE
347;Coscinasterias tenuispina;TRUE
348;Costulopsis nana;FALSE
349;Crassopleura maravignae;FALSE
350;Crella (Pytheas) sigmata;FALSE
351;Crella (Yvesia) rosea;FALSE
352;Crenella arenaria;FALSE
353;Creseis acicula;TRUE
354;Creseis conica;TRUE
355;Creseis virgula;TRUE
356;Cribrilaria innominata;FALSE
357;Cribrilaria radiata;FALSE
358;Crinophtheiros collinsi;FALSE
359;Crisia denticulata;FALSE
360;Crisilla postrema;TRUE
361;Crisilla quisquiliarum;FALSE
362;Crisularia gracilis;FALSE
363;Crypthelia affinis;FALSE
364;Crypthelia tenuiseptata;FALSE
365;Cryptolaria pectinata;FALSE
366;Cryptosoma cristatum;FALSE
367;Ctenodiscus crispatus;TRUE
368;Curveulima dautzenbergi;FALSE
369;Cuthona fidenciae;FALSE
370;Cuvieria huxleyi;FALSE
371;Cuvierina atlantica;TRUE
372;Cyamus boopis;TRUE
373;Cyamus erraticus;TRUE
374;Cyamus ovalis;TRUE
375;Cyerce antillensis;TRUE
376;Cylindriscala mirifica;FALSE
377;Cymadusa ledoyeri;FALSE
378;Cymodoce truncata;FALSE
379;Cyphocaris richardi;FALSE
380;Cyrillia linearis;FALSE
381;Cystodytes planus;FALSE
382;Dacrydium hyalinum;FALSE
383;Dacrydium viviparum;FALSE
384;Dardanus arrosor;TRUE
385;Dardanus calidus;TRUE
386;Dasmosmilia lymani;FALSE
387;Deltocyathus eccentricus;FALSE
388;Deltocyathus italicus;FALSE
389;Deltocyathus moseleyi;FALSE
390;Dendrodoris herytra;FALSE
391;Dendrophyllia alternata;FALSE
392;Dendrophyllia cornigera;TRUE
393;Dendrophyllia ramea;FALSE
394;Dendroxea lenis;FALSE
395;Dentomuricea meteor;FALSE
396;Desmacella annexa;FALSE
397;Desmophyllum dianthus;TRUE
398;Desmophyllum pertusum;TRUE
399;Dexamine spiniventris;TRUE
400;Dexamine spinosa;TRUE
401;Diacria trispinosa;TRUE
402;Diaphorodoris luteocincta;TRUE
403;Diastylis tumida;FALSE
404;Didemnum candidum;TRUE
405;Didemnum lahillei;FALSE
406;Diphasia alata;FALSE
407;Diphasia attenuata;FALSE
408;Diphasia margareta;FALSE
409;Diplodonta rotundata;FALSE
410;Diplosoma listerianum;TRUE
411;Disporella hispida;TRUE
412;Distaplia magnilarva;FALSE
413;Distomus hupferi;FALSE
414;Ditrupa arietina;FALSE
415;Dondersia todtae;FALSE
416;Doris ocelligera;FALSE
417;Dosima fascicularis;TRUE
418;Doto floridicola;FALSE
419;Doto furva;FALSE
420;Doto koenneckeri;TRUE
421;Dromia marmorea;FALSE
422;Dromia personata;TRUE
423;Dynamena disticha;FALSE
424;Dynamena pourtalesi;FALSE
425;Dynamene bidentata;TRUE
426;Dynamene edwardsi;TRUE
427;Dynamene magnitorata;TRUE
428;Dysidea fragilis;FALSE
429;Ebala nitidissima;FALSE
430;Ebalia cranchii;TRUE
431;Ebalia nux;TRUE
432;Ebalia tuberosa;TRUE
433;Echinocardium cordatum;TRUE
434;Echinocardium flavescens;TRUE
435;Echinocyamus grandiporus;FALSE
436;Echinocyamus macrostomus;FALSE
437;Echinocyamus pusillus;TRUE
438;Echinogammarus marinus;TRUE
439;Echinus melo;TRUE
440;Ecteinascidia herdmani;FALSE
441;Elachisina azoreana;FALSE
442;Elasmopus brasiliensis;FALSE
443;Elasmopus perditus;FALSE
444;Elasmopus pocillimanus;FALSE
445;Elasmopus rapax;TRUE
446;Elasmopus vachoni;FALSE
447;Ellisella flagellum;FALSE
448;Elysia ornata;TRUE
449;Elysia viridis;TRUE
450;Enallopsammia rostrata;TRUE
451;Endeis spinosa;TRUE
452;Endeis straughani;FALSE
453;Engina turbinella;FALSE
454;Ensis megistus coseli;FALSE
455;Entalophoroecia crisioides;FALSE
456;Ephyrina figueirai;TRUE
457;Epitonium algerianum;FALSE
458;Epitonium celesti;FALSE
459;Epitonium clathratulum;FALSE
460;Epitonium clathrus;TRUE
461;Epitonium pulchellum;FALSE
462;Epitonium turtonis;FALSE
463;Ericthonius punctatus;TRUE
464;Eriphia verrucosa;TRUE
465;Errina atlantica;FALSE
466;Errina dabneyi;FALSE
467;Ervilia castanea;FALSE
468;Erylus discophorus;TRUE
469;Erylus mamillaris;TRUE
470;Ethusa microphthalma;FALSE
471;Eualus cranchii;TRUE
472;Eualus lebourae;FALSE
473;Eualus occultus;TRUE
474;Eubranchus vascoi;FALSE
475;Eucalanus hyalinus;FALSE
476;Euchaeta acuta;TRUE
477;Euchaeta marina;TRUE
478;Euchaeta media;TRUE
479;Euchirella rostrata;TRUE
480;Euchirograpsus liguricus;FALSE
481;Eudendrium rameum;TRUE
482;Eudistoma clarum;FALSE
483;Eudolium bairdii;TRUE
484;Eulalia expusilla;FALSE
485;Eulimella scillae;FALSE
486;Eupelops occultus;TRUE
487;Euphrosine armadillo;FALSE
488;Euphrosine foliosa;TRUE
489;Eupolymnia nebulosa;TRUE
490;Eurydice affinis;FALSE
491;Eurydice grimaldii;FALSE
492;Eurynome aspera;TRUE
493;Eurynome spinosa;TRUE
494;Euryozius bouvieri;FALSE
495;Eurypon coronula;FALSE
496;Eurythenes obesus;FALSE
497;Eurythoe complanata;TRUE
498;Eusiroides sarsi;FALSE
499;Fabricia stellaris;FALSE
500;Facelina annulicornis;TRUE
501;Favorinus branchialis;TRUE
502;Felimare picta;TRUE
503;Felimare tricolor;TRUE
504;Felimida binza;TRUE
505;Felimida clenchi;TRUE
506;Felimida edmundsi;TRUE
507;Felimida purpurea;TRUE
508;Figularia figularis;FALSE
509;Filellum serpens;FALSE
510;Filellum serratum;FALSE
511;Fiona pinnata;TRUE
512;Firoloida desmarestia;FALSE
513;Flabellum (Flabellum) chunii;FALSE
514;Flabellum (Ulocyathus) alabastrum;FALSE
515;Flabellum extensum;FALSE
516;Flexopecten flexuosus;FALSE
517;Folsomia thalassophila;FALSE
518;Forcepia (Forcepia) psammophila;FALSE
519;Fossarus ambiguus;FALSE
520;Funchalia danae;FALSE
521;Funchalia villosa;TRUE
522;Funchalia woodwardi;FALSE
523;Fungiacyathus (Bathyactis) marenzelleri;FALSE
524;Fungiacyathus (Bathyactis) symmetricus;FALSE
525;Galathea intermedia;TRUE
526;Galathea squamifera;FALSE
527;Galathea strigosa;TRUE
528;Galeodea rugosa;FALSE
529;Galeopsis marionensis;FALSE
530;Gammarella fucicola;TRUE
531;Gammaropsis maculata;TRUE
532;Gammaropsis palmata;FALSE
533;Gammarus crinicornis;TRUE
534;Gammarus locusta;TRUE
535;Gangliopus pyriformis;FALSE
536;Gari costulata;FALSE
537;Gastrana fragilis;FALSE
538;Geitodoris planata;FALSE
539;Gennadas elegans;FALSE
540;Gennadas scutatus;TRUE
541;Gennadas tinayrei;FALSE
542;Gennadas valens;TRUE
543;Genocidaris maculata;TRUE
544;Gibberula jansseni;FALSE
545;Gibberula lazaroi;FALSE
546;Gibberula vignali;FALSE
547;Gibbula delgadensis;TRUE
548;Gibbula magus;TRUE
549;Globivenus effossa;FALSE
550;Glycera capitata;TRUE
551;Glycera tesselata;TRUE
552;Glycinde nordmanni;TRUE
553;Glyptelasma hamatum;FALSE
554;Gnathophyllum elegans;TRUE
555;Golfingia (Golfingia) margaritacea;FALSE
556;Gonothyraea loveni;TRUE
557;Goodallia triangularis;FALSE
558;Gorgonocephalus arcticus;TRUE
559;Gouldia minima;FALSE
560;Gracilechinus affinis;TRUE
561;Graphis albida;FALSE
562;Grapsus adscensionis;TRUE
563;Grapsus grapsus;TRUE
564;Gregariella semigranata;FALSE
565;Guynia annulata;FALSE
566;Gyrophyllum hirondellei;TRUE
567;Gyroscala commutata;FALSE
568;Hacelia attenuata;FALSE
569;Haedropleura septangularis;FALSE
570;Halecium beanii;TRUE
571;Halecium delicatulum;FALSE
572;Halecium halecinum;TRUE
573;Halecium labrosum;TRUE
574;Halecium mediterraneum;FALSE
575;Halecium sessile;FALSE
576;Halecium sibogae;FALSE
577;Halecium tenellum;FALSE
578;Halichondria (Halichondria) bowerbanki;FALSE
579;Halichondria (Halichondria) genitrix;FALSE
580;Halichondria (Halichondria) panicea;FALSE
581;Haliclona (Gellius) angulata;FALSE
582;Haliclona (Gellius) fibulata;FALSE
583;Haliclona (Haliclona) gustavopulitzeri;FALSE
584;Haliclona (Haliclona) simulans;FALSE
585;Haliclona (Reniera) aquaeductus;FALSE
586;Haliclona (Reniera) cinerea;FALSE
587;Haliclona (Reniera) citrina;FALSE
588;Haliclona (Reniera) mediterranea;FALSE
589;Haliclona (Reniera) tubifera;FALSE
590;Haliclona (Soestella) implexa;FALSE
591;Haliclona (Soestella) mamillata;FALSE
592;Halicnemia patera;TRUE
593;Haliotis tuberculata;TRUE
594;Haliphron atlanticus;TRUE
595;Halobates (Halobates) micans;FALSE
596;Haloentomobrya dollfusi;FALSE
597;Halopteris catharina;FALSE
598;Haminoea hydatis;FALSE
599;Haminoea orteai;TRUE
600;Hanleya hanleyi;FALSE
601;Haplostylus normani;TRUE
602;Harpinia laevis;FALSE
603;Hediste diversicolor;TRUE
604;Heliconoides inflatus;TRUE
605;Hemicorallium niobe;TRUE
606;Hemimycale columella;TRUE
607;Henricia oculata;FALSE
608;Hepomadus tener;FALSE
609;Herbstia condyliata;TRUE
610;Herbstia rubra;FALSE
611;Hermodice carunculata;TRUE
612;Heteranomia squamula;FALSE
613;Heterocarpus ensifer;TRUE
614;Heterocarpus laevigatus;TRUE
615;Heterocythereis albomaculata;FALSE
616;Heterorhabdus papilliger;TRUE
617;Hexadella racovitzai;TRUE
618;Hexelasma americanum;FALSE
619;Hippolyte coerulescens;FALSE
620;Hippolyte varians;TRUE
621;Hippothoa divaricata;FALSE
622;Holothuria (Halodeima) mexicana;FALSE
623;Holothuria (Holothuria) tubulosa;FALSE
624;Holothuria (Panningothuria) forskali;FALSE
625;Holothuria (Platyperona) sanctori;FALSE
626;Holothuria (Vaneyothuria) lentiginosa;FALSE
627;Homarus gammarus;TRUE
628;Homola barbata;TRUE
629;Humerobates rostrolamellatus;FALSE
630;Hyale stebbingi;FALSE
631;Hyalinoecia tubicola;TRUE
632;Hydatina vesicaria;FALSE
633;Hydrichthys cyclothonis;FALSE
634;Hydroides azorica;FALSE
635;Hygrosoma petersii;FALSE
636;Hymedesmia (Hymedesmia) baculifera;FALSE
637;Hymedesmia (Hymedesmia) mertoni;FALSE
638;Hymedesmia (Hymedesmia) pansa;FALSE
639;Hymedesmia (Hymedesmia) peachii;FALSE
640;Hymedesmia (Hymedesmia) veneta;FALSE
641;Hymeniacidon perlevis;TRUE
642;Hymeniacidon rugosa;FALSE
643;Hymenodora glacialis;TRUE
644;Hymenodora gracilis;TRUE
645;Hymenopenaeus debilis;TRUE
646;Hypogastrura vernalis;TRUE
647;Ianiropsis breviremis;FALSE
648;Idotea balthica;TRUE
649;Idotea granulosa;TRUE
650;Idotea metallica;TRUE
651;Idotea neglecta;FALSE
652;Inachus dorsettensis;TRUE
653;Inachus guentheri;FALSE
654;Inachus leptochirus;TRUE
655;Inachus phalangium;TRUE
656;Ingolfiella azorensis;FALSE
657;Ionthoglossa pseudocanarica;FALSE
658;Ircinia polejaeffi;FALSE
659;Ircinia variabilis;TRUE
660;Irus irus;FALSE
661;Isara cornea;FALSE
662;Isarachnanthus maderensis;TRUE
663;Isarachnanthus nocturnus;TRUE
664;Ischyrocerus anguipes;TRUE
665;Isocyamus delphinii;FALSE
666;Jaera (Jaera) nordmanni;FALSE
667;Janira maculosa;TRUE
668;Janthina exigua;FALSE
669;Janthina janthina;FALSE
670;Janthina pallida;FALSE
671;Jaspis incrustans;FALSE
672;Jassa marmorata;TRUE
673;Jassa ocia;FALSE
674;Jassa pusilla;TRUE
675;Javania cailleti;TRUE
676;Jujubinus exasperatus;TRUE
677;Jujubinus pseudogravinae;TRUE
678;Jujubinus striatus;TRUE
679;Kaloplocamus ramosus;TRUE
680;Kellia suborbicularis;TRUE
681;Keratoisis grayi;TRUE
682;Kirchenpaueria pinnata;FALSE
683;Krampella dubia;FALSE
684;Kurtiella pellucida;FALSE
685;Laetmogone violacea;FALSE
686;Laevicardium crassum;TRUE
687;Lafoea dumosa;TRUE
688;Lafoeina tenuis;FALSE
689;Lamellaria latens;TRUE
690;Lamellaria perspicua;FALSE
691;Lanice conchilega;TRUE
692;Laomedea calceolifera;TRUE
693;Laomedea pseudodichotoma;FALSE
694;Lasaea adansoni;TRUE
695;Lasaea rubra;TRUE
696;Latreillia elegans;TRUE
697;Latreutes fucorum;TRUE
698;Leander tenuicornis;TRUE
699;Leiopathes glaberrima;TRUE
700;Lekanesphaera monodi;FALSE
701;Lekanesphaera rugicauda;TRUE
702;Lekanesphaera terceirae;FALSE
703;Lembos websteri;TRUE
704;Lentidium mediterraneum;FALSE
705;Leptasterias (Hexasterias) polaris;FALSE
706;Leptoclinides faeroensis;FALSE
707;Leptopsammia pruvoti;TRUE
708;Leucandra aspera;FALSE
709;Leuckartiara grimaldii;FALSE
710;Leucophytia bidentata;TRUE
711;Leucosolenia variabilis;FALSE
712;Leucothoe spinicarpa;TRUE
713;Leufroyia concinna;TRUE
714;Leufroyia leufroyi;TRUE
715;Liljeborgia pallida;FALSE
716;Lima lima;TRUE
717;Limacia clavigera;TRUE
718;Limacina bulimoides;TRUE
719;Limacina lesueurii;TRUE
720;Limacina retroversa;TRUE
721;Limacina trochiformis;TRUE
722;Limaria hians;TRUE
723;Limaria tuberculata;FALSE
724;Limatula surugensis;FALSE
725;Limnodrilus hoffmeisteri;TRUE
726;Limopsis minuta;FALSE
727;Liocarcinus corrugatus;TRUE
728;Liocarcinus holsatus;TRUE
729;Liocarcinus marmoreus;TRUE
730;Liocarcinus pusillus;TRUE
731;Liriope tetraphylla;TRUE
732;Lissoclinum fragile;TRUE
733;Lissoclinum perforatum;TRUE
734;Lissoclinum rubrum;FALSE
735;Litiopa melanostoma;FALSE
736;Littorina saxatilis;TRUE
737;Loligo forbesii;TRUE
738;Loxoconcha rhomboidea;FALSE
739;Lucinella divaricata;TRUE
740;Lucinoma borealis;FALSE
741;Luidia ciliaris;TRUE
742;Lumbriculus variegatus;TRUE
743;Lumbrineris latreilli;TRUE
744;Luria lurida;TRUE
745;Lysmata intermedia;TRUE
746;Lysmata nilita;FALSE
747;Lysmata olavoi;FALSE
748;Lysmata seticaudata;TRUE
749;Lytocarpia myriophyllum;FALSE
750;Macandrewia azorica;FALSE
751;Machuella ventrisetosa;FALSE
752;Macropipus tuberculatus;TRUE
753;Macropodia rostrata;TRUE
754;Madracis pharensis;TRUE
755;Madrepora oculata;TRUE
756;Maera grossimana;FALSE
757;Maera hirondellei;FALSE
758;Maja brachydactyla;TRUE
759;Maja cornuta;FALSE
760;Maja squinado;TRUE
761;Mangelia costata;FALSE
762;Mangelia scabrida;FALSE
763;Manzonia crassa;FALSE
764;Manzonia madeirensis;FALSE
765;Manzonia martinsi;FALSE
766;Manzonia unifasciata;FALSE
767;Marionia blainvillea;TRUE
768;Marshallora adversa;FALSE
769;Marthasterias glacialis;TRUE
770;Mecynocera clausi;TRUE
771;Megabalanus azoricus;TRUE
772;Melanella boscii;FALSE
773;Melanella trunca;FALSE
774;Melarhaphe neritoides;TRUE
775;Melita hergensis;TRUE
776;Melita palmata;TRUE
777;Meningodora miccyla;FALSE
778;Merocryptus boletifer;FALSE
779;Mesocalanus tenuicornis;TRUE
780;Metaverruca aequalis;FALSE
781;Metaverruca cornuta;FALSE
782;Metaverruca recta;TRUE
783;Metaverruca trisulcata;FALSE
784;Metaxia abrupta;FALSE
